label,Name,ES829402,ES829403,ES829404,ES829405,ES829406,ES829407,ES829408,ES829409,ES829410,ES829411,ES829412,ES829413,ES829414,ES829415,ES829416,ES829417,ES829418,ES829419,ES829420,ES829421,ES829422,ES829423,ES829424,ES829425,ES829426,ES829427,ES829428,ES829429,ES829430,ES829431,ES829432,ES829433,ES829434,ES829435,ES829436,ES829437,ES829438,ES829439,ES829440,ES829441,ES829442,ES829443,ES829444,ES829445,ES829446,ES829447,ES829448,ES829449,ES829450,ES829451,ES829452,ES829453,ES829454,ES829455,ES829456,ES829457,ES829458,ES829459,ES829460,ES829461,ES829462,ES829463,ES829464,ES829465,ES829466,ES829467,ES829468,ES829471,ES829472,ES829473,ES829474
DNA1+|DNA2+|CD14-|CD33-|CD3-|CD20-,CD20- CD3- lymphocytes,0.167192308,0.067625,0.073924528,0.088713542,0.082818179,0.064968254,0.095057416,0.09152657,0.08971134,0.121440415,0.183024194,0.114826733,0.083768817,0.09311875,0.074921212,0.087261062,0.134538462,0.056830435,0.06787156,0.059681159,0.129084848,0.188351598,0.120778169,0.109158273,0.100307692,0.134382653,0.151564417,0.145449074,0.151893333,0.104050847,0.104134615,0.118637363,0.150937063,0.076970732,0.087321244,0.127682796,0.070711111,0.09313089,0.253843023,0.077153005,0.107988571,0.074953668,0.171690355,0.157042857,0.117181034,0.100036697,0.139619403,0.147301887,0.08677533,0.075181034,0.110576577,0.037930796,0.105648515,0.084054217,0.114547297,0.127478992,0.051161017,0.099316901,0.062824,0.095521531,0.094123404,0.163367876,0.104309804,0.076841176,0.080715084,0.091970213,0.08968942,0.057188976,0.058056911,0.077542636,0.053124399
DNA1+|DNA2+|CD14-|CD33-|CD3-|CD20-|CD27+|CD38+,plasmablasts,6.84E-05,0.00065,0.000440252,0.000380208,0.000227807,0.000238095,6.70E-05,7.25E-05,0.000505155,0.000341969,0.000282258,0.000108911,0.000516129,0.000184375,0.000381818,0.000840708,0.000594872,0.000752174,0.000256881,0.000224638,0.000787879,0.000479452,0.000172535,0.000143885,0.000148718,0.000102041,0.000300613,0.00062037,0.000306667,0.001525424,0.000235577,0.000340659,0.000195804,0.000473171,0.000202073,0.00072043,0.000496296,0.00073822,0.000436047,0.000153005,2.00E-04,0.000413127,0.001060914,0.000585714,0.000443966,0.000146789,0.000798507,0.000203774,0.000528634,0.000741379,5.00E-04,0.000273356,0.00010396,0.000180723,0.000243243,8.82E-05,0.000144068,0.000492958,0.000376,0.000593301,0.000459574,0.000544041,0.000776471,0.001305882,0.000815642,2.00E-04,0.000464164,0.000173228,0.000130081,0.000286822,9.11E-05
DNA1+|DNA2+|CD14-|CD33-|CD3-|CD56+|CD16-,CD16-CD56bright NK cells,0.000957265,0.00165,0.00091195,0.004015625,0.002008843,0.000896825,0.002009569,0.004487923,0.002123711,0.003062176,0.001532258,0.000767327,0.002672043,0.000353125,0.001515152,0.002756637,0.002005128,0.00073913,0.00187156,0.000492754,0.003509091,0.000748858,0.000429577,0.001129496,0.001692308,0.000596939,0.00203681,0.000773148,0.000953333,0.000313559,0.000980769,0.003076923,0.001377622,0.000292683,0.001331606,0.0015,0.001059259,0.000256545,0.004343023,0.000579235,0.001742857,0.001177606,0.001532995,0.001,0.002232759,0.00087156,0.001261194,0.004992453,0.001312775,0.001909483,0.002436937,0.001418685,0.001158416,0.001445783,0.004,0.005092437,0.001101695,0.00134507,0.00392,0.003287081,0.004957447,0.002782383,0.001937255,0.001429412,0.001379888,0.002046809,0.001341297,0.002992126,0.003552846,0.002891473,0.003117819
DNA1+|DNA2+|CD14-|CD33-|CD3+,T cells,0.250282051,0.474291667,0.465591195,0.279916667,0.42897083,0.497444444,0.359966507,0.380492754,0.530927835,0.241699482,0.270879032,0.469212871,0.407483871,0.353125,0.503739394,0.455752212,0.334969231,0.388313043,0.47853211,0.465181159,0.243048485,0.315374429,0.265338028,0.323669065,0.344620513,0.309637755,0.353079755,0.378685185,0.387193333,0.294694915,0.275177885,0.322532967,0.305734266,0.379160976,0.355989637,0.336913978,0.418518519,0.309445026,0.213348837,0.487606557,0.341257143,0.381621622,0.252609137,0.361147619,0.424452586,0.440816514,0.420820896,0.269075472,0.50660793,0.439655172,0.441878378,0.519031142,0.263683168,0.414662651,0.369655405,0.383382353,0.382194915,0.323514085,0.454952,0.304909091,0.359302128,0.395253886,0.431372549,0.391911765,0.396178771,0.359246809,0.37883959,0.473401575,0.505447154,0.436744186,0.472400215
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4-|CD8+|CD57-,CD57-CD8+ T cells,0.049132479,0.081333333,0.050993711,0.060994792,0.051691467,0.046246032,0.025401914,0.06205314,0.162628866,0.026378238,0.041112903,0.105128713,0.086569892,0.04566875,0.135157576,0.049225664,0.053297436,0.042526087,0.100073394,0.046724638,0.016709091,0.037621005,0.047838028,0.050334532,0.035369231,0.038933673,0.022533742,0.031958333,0.030766667,0.04240678,0.041620192,0.037335165,0.028454545,0.051180488,0.029694301,0.051403226,0.124244444,0.025539267,0.037651163,0.068131148,0.02224,0.048702703,0.047700508,0.045685714,0.033594828,0.040068807,0.068358209,0.016320755,0.098180617,0.121823276,0.123198198,0.17567128,0.051920792,0.051301205,0.075655405,0.04755042,0.065220339,0.033176056,0.14304,0.060976077,0.086987234,0.068212435,0.124188235,0.133358824,0.041089385,0.081953191,0.084201365,0.093724409,0.108447154,0.085472868,0.086742183
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4-|CD8+|CD57+,CD57+CD8+ T cells,0.040764957,0.014116667,0.055169811,0.008614583,0.033798267,0.116,0.016033493,0.065140097,0.013262887,0.003948187,0.072604839,0.058287129,0.094247312,0.0401625,0.087739394,0.118646018,0.020625641,0.078473913,0.177275229,0.095724638,0.005078788,0.053739726,0.016369718,0.013093525,0.058487179,0.047066327,0.019282209,0.015064815,0.005446667,0.041923729,0.019206731,0.015851648,0.006,0.046878049,0.024305699,0.019876344,0.055851852,0.094544503,0.011436047,0.172781421,0.01876,0.018648649,0.017812183,0.017390476,0.00625,0.128215596,0.025656716,0.018977358,0.064524229,0.028827586,0.011373874,0.005695502,0.04879703,0.146662651,0.009824324,0.01057563,0.045271186,0.004176056,0.021816,0.009401914,0.008893617,0.004668394,0.012007843,0.007,0.021877095,0.011876596,0.01783959,0.10380315,0.108439024,0.096689922,0.097897497
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4-|CD8+|ICOS-,ICOS-CD8+ T cells,0.077688034,0.088475,0.097641509,0.064385417,0.076802005,0.153166667,0.037751196,0.115198068,0.161989691,0.027010363,0.108056452,0.154475248,0.17033871,0.081484375,0.205787879,0.154053097,0.067841026,0.113130435,0.23640367,0.123594203,0.01870303,0.078365297,0.054605634,0.051773381,0.083051282,0.061132653,0.034392638,0.041314815,0.03198,0.078,0.055009615,0.045351648,0.029027972,0.087785366,0.049533679,0.063537634,0.159433333,0.109277487,0.043622093,0.224934426,0.037131429,0.057498069,0.058913706,0.056595238,0.034340517,0.162376147,0.087529851,0.031732075,0.140154185,0.140719828,0.101617117,0.154093426,0.092267327,0.181668675,0.073540541,0.050819328,0.103788136,0.034070423,0.146688,0.061483254,0.084829787,0.066865285,0.117698039,0.124723529,0.058167598,0.083782979,0.093532423,0.161795276,0.188552846,0.153410853,0.142802191
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4-|CD8+|ICOS+,ICOS+CD8+ T cell,0.012645299,0.0073,0.008987421,0.005515625,0.0089466,0.009547619,0.003866029,0.012623188,0.014603093,0.003471503,0.005879032,0.009450495,0.011123656,0.00465,0.018012121,0.014579646,0.006446154,0.008256522,0.042431193,0.01965942,0.003181818,0.013543379,0.010066901,0.012176259,0.01125641,0.025852041,0.007760736,0.005935185,0.004426667,0.006610169,0.006091346,0.008153846,0.005594406,0.010707317,0.004699482,0.008064516,0.021551852,0.011424084,0.005709302,0.016704918,0.004017143,0.010366795,0.006959391,0.006790476,0.005681034,0.006252294,0.006791045,0.003750943,0.023493392,0.010637931,0.033986486,0.028349481,0.00880198,0.017042169,0.012317568,0.00760084,0.00709322,0.003408451,0.019088,0.009330144,0.011506383,0.006336788,0.019278431,0.016288235,0.004972067,0.01046383,0.008843003,0.036913386,0.029560976,0.029868217,0.04318382
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4-|CD8+|PD1-,PD1-CD8+ T cells,0.066935897,0.08155,0.090012579,0.055609375,0.061570004,0.128134921,0.034435407,0.103642512,0.164938144,0.026699482,0.092024194,0.14759901,0.154327957,0.075040625,0.186848485,0.150433628,0.06385641,0.076830435,0.262899083,0.119471014,0.018115152,0.083018265,0.04540493,0.038089928,0.078333333,0.066,0.031349693,0.033930556,0.027986667,0.070550847,0.050557692,0.045450549,0.021811189,0.075253659,0.038367876,0.052075269,0.14752963,0.082057592,0.037796512,0.205371585,0.029102857,0.050764479,0.044243655,0.049404762,0.029077586,0.140385321,0.077470149,0.027739623,0.120907489,0.135267241,0.102400901,0.165491349,0.08080198,0.164783133,0.07197973,0.045819328,0.097271186,0.02528169,0.1506,0.054961722,0.084646809,0.063476684,0.123019608,0.123441176,0.05501676,0.081093617,0.087614334,0.146661417,0.172178862,0.145705426,0.13927946
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4-|CD8+|PD1+,PD1+CD8+ T cells,0.022961538,0.0139,0.016150943,0.014,0.023919729,0.034111111,0.007,0.023550725,0.010953608,0.003626943,0.021693548,0.015816832,0.026489247,0.010790625,0.036048485,0.017438053,0.010066667,0.044169565,0.014449541,0.022978261,0.003672727,0.008342466,0.018802817,0.025338129,0.015523077,0.02,0.010466258,0.013092593,0.008226667,0.013779661,0.010269231,0.007736264,0.012643357,0.022804878,0.015632124,0.019204301,0.032566667,0.038026178,0.011290698,0.035540984,0.011897143,0.016586873,0.021269036,0.013671429,0.010767241,0.027899083,0.016544776,0.007558491,0.041797357,0.015383621,0.032171171,0.015875433,0.019915842,0.033180723,0.0135,0.012306723,0.013220339,0.012070423,0.014256,0.015416268,0.011234043,0.009404145,0.013176471,0.016917647,0.007949721,0.01273617,0.014426621,0.050866142,0.044707317,0.036449612,0.045360219
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+,CD4+ T cells,0.142324786,0.363883333,0.346540881,0.168682292,0.312613256,0.309293651,0.285253589,0.213681159,0.328046392,0.200533679,0.093540323,0.275356436,0.18816129,0.240365625,0.207248485,0.26029646,0.235466667,0.228630435,0.181899083,0.301152174,0.212090909,0.210694064,0.165799296,0.244028777,0.231266667,0.205821429,0.298680982,0.304365741,0.329393333,0.182457627,0.156360577,0.247230769,0.236699301,0.228912195,0.286642487,0.244725806,0.201514815,0.17682199,0.146156977,0.229459016,0.292354286,0.287826255,0.172664975,0.278761905,0.374331897,0.257545872,0.312298507,0.221060377,0.320867841,0.265991379,0.252022523,0.309792388,0.134460396,0.182680723,0.239040541,0.301827731,0.238194915,0.267894366,0.24348,0.190315789,0.21007234,0.283715026,0.232992157,0.178052941,0.300664804,0.224689362,0.228962457,0.241283465,0.254788618,0.219821705,0.227175641
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CCR7-|CD45RA-,effector memory CD4+ T cells,0.023833333,0.030158333,0.022798742,0.046791667,0.038954987,0.060531746,0.025052632,0.054111111,0.024443299,0.025238342,0.026524194,0.09159901,0.060795699,0.023578125,0.047969697,0.080818584,0.075353846,0.080126087,0.063623853,0.035065217,0.026115152,0.019287671,0.02093662,0.016384892,0.061610256,0.037392857,0.019815951,0.22612963,0.03206,0.045872881,0.036490385,0.025565934,0.019769231,0.040185366,0.023849741,0.021752688,0.022107407,0.022308901,0.024901163,0.068289617,0.02268,0.026996139,0.086639594,0.04722381,0.033461207,0.044922018,0.079813433,0.035241509,0.07407489,0.058581897,0.030031532,0.029217993,0.022346535,0.032174699,0.038817568,0.019226891,0.030050847,0.022147887,0.029448,0.02745933,0.017923404,0.045145078,0.038768627,0.030894118,0.043592179,0.041323404,0.051931741,0.043220472,0.054105691,0.041534884,0.048488161
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CCR7-|CD45RA+,effector CD4+ T cells,0.002487179,0.003283333,0.006025157,0.00725,0.004659687,0.013698413,0.011272727,0.003062802,0.007417526,0.00573057,0.005395161,0.02309901,0.02716129,0.010603125,0.011509091,0.011933628,0.004446154,0.009021739,0.006807339,0.004057971,0.005315152,0.002114155,0.001848592,0.00252518,0.002374359,0.00769898,0.002116564,0.015796296,0.002826667,0.002677966,0.003600962,0.004285714,0.002538462,0.002107317,0.015533679,0.001010753,0.004048148,0.002486911,0.002075581,0.034918033,0.006394286,0.005474903,0.008624365,0.006380952,0.002775862,0.006344037,0.017753731,0.001256604,0.012453744,0.011564655,0.004067568,0.002602076,0.005742574,0.002608434,0.004513514,0.003294118,0.003745763,0.011746479,0.00596,0.005368421,0.002591489,0.011222798,0.00607451,0.005364706,0.00573743,0.00927234,0.012849829,0.005125984,0.005634146,0.00755814,0.007642706
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CCR7+|CD45RA-,central memory CD4+ T cells,0.101038462,0.09615,0.096371069,0.06203125,0.135980036,0.155492063,0.097607656,0.106874396,0.065747423,0.073854922,0.035685484,0.106133663,0.055311828,0.08958125,0.089793939,0.120964602,0.123569231,0.103556522,0.083651376,0.158623188,0.081951515,0.135333333,0.114119718,0.13528777,0.131210256,0.125938776,0.207343558,0.051023148,0.1793,0.116525424,0.110899038,0.099725275,0.157692308,0.170146341,0.071834197,0.157075269,0.100081481,0.095596859,0.100447674,0.077234973,0.101085714,0.139745174,0.065380711,0.159071429,0.219206897,0.131793578,0.150186567,0.178139623,0.123814978,0.101784483,0.088828829,0.104598616,0.078618812,0.090698795,0.094668919,0.163827731,0.077245763,0.061753521,0.09508,0.082277512,0.080885106,0.115974093,0.070098039,0.058382353,0.130296089,0.07286383,0.083709898,0.104047244,0.107869919,0.084085271,0.080334457
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CCR7+|CD45RA+,naive CD4+ T cells,0.014965812,0.234291667,0.221345912,0.053208333,0.133018546,0.079571429,0.151320574,0.047338164,0.229845361,0.095709845,0.025935484,0.053420792,0.043026882,0.11873125,0.057260606,0.043393805,0.030507692,0.034086957,0.029275229,0.103405797,0.098709091,0.053958904,0.028894366,0.089830935,0.036071795,0.034790816,0.068104294,0.009851852,0.115206667,0.017381356,0.007365385,0.117653846,0.056699301,0.015814634,0.17542487,0.064887097,0.075277778,0.056429319,0.018732558,0.049016393,0.162194286,0.123602317,0.015949239,0.066085714,0.121418103,0.072050459,0.064544776,0.007188679,0.109546256,0.094060345,0.129094595,0.169719723,0.027752475,0.057198795,0.101040541,0.115478992,0.124033898,0.173084507,0.112992,0.075210526,0.104497872,0.111373057,0.117290196,0.082994118,0.121039106,0.101229787,0.08047099,0.088889764,0.086,0.08724031,0.080395194
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD161-,CD161-CD4+ T cells,0.132991453,0.339125,0.334522013,0.150302083,0.295910865,0.292650794,0.274674641,0.20647343,0.317474227,0.192497409,0.088137097,0.261351485,0.181801075,0.234496875,0.191575758,0.247535398,0.22134359,0.217995652,0.156614679,0.282753623,0.202890909,0.189415525,0.149883803,0.23497482,0.216928205,0.183908163,0.282533742,0.282152778,0.322813333,0.173423729,0.1438125,0.241434066,0.224314685,0.210839024,0.261896373,0.227639785,0.186585185,0.16839267,0.136872093,0.208202186,0.278074286,0.274216216,0.154994924,0.25892381,0.35899569,0.245454128,0.292716418,0.213437736,0.294889868,0.253866379,0.239292793,0.295968858,0.124574257,0.174915663,0.221763514,0.2875,0.228194915,0.255028169,0.233344,0.174708134,0.202434043,0.267637306,0.210760784,0.165894118,0.29252514,0.209651064,0.213948805,0.207181102,0.226577236,0.192844961,0.198730602
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD161+,CD161+CD4+ T cells,0.009333333,0.024758333,0.012018868,0.018380208,0.016702391,0.016642857,0.010578947,0.007207729,0.010572165,0.008036269,0.005403226,0.01400495,0.006360215,0.00586875,0.015672727,0.012761062,0.014123077,0.010634783,0.025284404,0.018398551,0.0092,0.021278539,0.015915493,0.009053957,0.014338462,0.021913265,0.016147239,0.022212963,0.00658,0.009033898,0.012548077,0.005796703,0.012384615,0.018073171,0.024746114,0.017086022,0.01492963,0.008429319,0.009284884,0.021256831,0.01428,0.013610039,0.017670051,0.019838095,0.015336207,0.012091743,0.01958209,0.007622642,0.025977974,0.012125,0.01272973,0.013823529,0.009886139,0.00776506,0.017277027,0.014327731,0.01,0.012866197,0.010136,0.015607656,0.007638298,0.01607772,0.022231373,0.012158824,0.008139665,0.015038298,0.015013652,0.034102362,0.028211382,0.026976744,0.028445038
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD25+|CD127-,Tregs,0.004012821,0.016375,0.014616352,0.009838542,0.011711348,0.017039683,0.007655502,0.009289855,0.014268041,0.019031088,0.005903226,0.009084158,0.007795699,0.010471875,0.009993939,0.009845133,0.010358974,0.006286957,0.01253211,0.019101449,0.012606061,0.008196347,0.007021127,0.012111511,0.007902564,0.011311224,0.014742331,0.004888889,0.011913333,0.008940678,0.0048125,0.014626374,0.011272727,0.0084,0.015689119,0.011908602,0.007055556,0.012303665,0.010534884,0.015530055,0.016697143,0.013447876,0.016817259,0.012247619,0.019693966,0.009151376,0.019529851,0.007928302,0.010859031,0.010258621,0.007148649,0.009858131,0.005069307,0.011240964,0.008364865,0.010147059,0.00479661,0.011464789,0.008768,0.003708134,0.003604255,0.008253886,0.011392157,0.0075,0.014843575,0.009821277,0.006443686,0.016937008,0.011349593,0.012581395,0.013878344
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD25+|CD127-|CD161-|CD45RA-,CD161-CD45RA- Tregs,0.003564103,0.009958333,0.011194969,0.0065625,0.009971731,0.016071429,0.006583732,0.00836715,0.008443299,0.014533679,0.005032258,0.008386139,0.006763441,0.009021875,0.008921212,0.008929204,0.009502564,0.005704348,0.010284404,0.016594203,0.010345455,0.007109589,0.006102113,0.011061151,0.007553846,0.009219388,0.012865031,0.004291667,0.010693333,0.007838983,0.004399038,0.013,0.009916084,0.007565854,0.007020725,0.00988172,0.004718519,0.010905759,0.009616279,0.013765027,0.014371429,0.012034749,0.015736041,0.010933333,0.017711207,0.00816055,0.01841791,0.007664151,0.009488987,0.009577586,0.00563964,0.007733564,0.004415842,0.009686747,0.006925676,0.008693277,0.003940678,0.005985915,0.0072,0.002980861,0.002659574,0.007,0.008278431,0.005947059,0.01252514,0.00793617,0.005457338,0.012897638,0.009528455,0.010124031,0.010983227
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD25+|CD127-|CD161-|CD45RA+,CD161-CD45RA+ Tregs,0.000132479,0.005683333,0.002987421,0.00296875,0.001076906,0.000571429,0.000827751,0.00068599,0.005376289,0.004010363,0.000637097,0.00040099,0.000752688,0.001184375,0.000606061,0.000477876,0.000492308,0.000308696,0.000504587,0.001775362,0.001466667,0.000401826,0.000330986,0.000356115,9.23E-05,0.000265306,0.000865031,0.000134259,7.00E-04,0.000288136,0.000129808,0.001098901,0.000692308,0.000195122,0.007803109,0.001139785,0.002085185,0.000958115,0.00055814,0.000868852,0.00168,0.00092278,0.000385787,0.000804762,0.001314655,0.000678899,0.000425373,0.00010566,0.000969163,0.000456897,0.001202703,0.00166436,0.000371287,0.001066265,0.00102027,0.000865546,0.000610169,0.005,0.001272,0.000421053,0.000787234,0.000761658,0.002188235,0.001064706,0.001703911,0.001395745,0.000658703,0.002669291,0.001105691,0.001379845,0.001113507
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD25+|CD127-|CD161+|CD45RA-,CD161+CD45RA- Tregs,0.000307692,0.000716667,0.000402516,0.000270833,0.000642001,0.00034127,0.000215311,0.000227053,0.000381443,0.000445596,0.000225806,0.000277228,0.000263441,0.000215625,0.000442424,0.000411504,0.00034359,0.00026087,0.001688073,0.000717391,0.000715152,0.000634703,0.000549296,0.000647482,0.000235897,0.001780612,0.00092638,0.000444444,0.00048,0.00079661,0.000245192,0.000505495,0.000573427,0.00062439,0.000590674,0.000806452,0.000233333,0.000429319,0.000331395,0.000786885,0.000634286,0.000413127,0.000639594,0.000452381,0.000616379,0.000302752,0.000664179,0.000143396,0.000370044,0.000224138,0.00027027,0.000422145,0.000252475,0.000433735,0.000391892,0.00052521,0.000220339,0.000316901,0.00028,0.000277512,0.000144681,0.000466321,0.000847059,0.000458824,0.000575419,0.000455319,0.000273038,0.001291339,0.000707317,0.001054264,0.001700629
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD25+|CD127-|CD161+|CD45RA+,CD161+CD45RA+ Tregs,8.55E-06,1.67E-05,3.14E-05,3.65E-05,2.07E-05,7.94E-06,2.87E-05,9.66E-06,6.70E-05,4.15E-05,8.06E-06,1.98E-05,1.61E-05,5.00E-05,2.42E-05,2.65E-05,2.05E-05,1.30E-05,5.50E-05,1.45E-05,7.88E-05,5.02E-05,3.87E-05,4.68E-05,2.05E-05,4.59E-05,8.59E-05,1.85E-05,4.00E-05,1.69E-05,3.85E-05,2.20E-05,9.09E-05,1.46E-05,0.000274611,8.06E-05,1.85E-05,1.05E-05,2.91E-05,0.00010929,1.14E-05,7.72E-05,5.58E-05,5.71E-05,5.17E-05,9.17E-06,2.24E-05,1.51E-05,3.08E-05,0,3.60E-05,3.81E-05,2.97E-05,5.42E-05,2.70E-05,6.30E-05,2.54E-05,0.000161972,1.60E-05,2.87E-05,1.28E-05,2.59E-05,7.84E-05,2.94E-05,3.91E-05,3.40E-05,5.46E-05,7.87E-05,8.13E-06,2.33E-05,8.10E-05
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD27-,CD4+CD27- T cells,0.020876068,0.008733333,0.007327044,0.013817708,0.012705415,0.034373016,0.02076555,0.021671498,0.007484536,0.003875648,0.017653226,0.085242574,0.05922043,0.023540625,0.041369697,0.07690708,0.021958974,0.066626087,0.054,0.01376087,0.007515152,0.007141553,0.014697183,0.007341727,0.058871795,0.041816327,0.007619632,0.225796296,0.01684,0.032330508,0.026346154,0.008505495,0.021111888,0.022868293,0.018051813,0.009102151,0.012977778,0.013649215,0.010697674,0.088918033,0.013211429,0.013583012,0.018390863,0.027747619,0.010474138,0.034146789,0.026171642,0.017226415,0.060559471,0.012280172,0.014702703,0.012024221,0.019653465,0.023319277,0.022689189,0.013697479,0.021220339,0.016197183,0.012976,0.018827751,0.015080851,0.018834197,0.022286275,0.014711765,0.020832402,0.014489362,0.024040956,0.027590551,0.033894309,0.030635659,0.0259852
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD27+,CD4+CD27+ T cells,0.121448718,0.35515,0.339213836,0.154864583,0.299907842,0.274920635,0.264488038,0.192009662,0.320561856,0.196658031,0.075887097,0.190113861,0.12894086,0.216825,0.165878788,0.183389381,0.213507692,0.162004348,0.127899083,0.287391304,0.204575758,0.203552511,0.151102113,0.23668705,0.172394872,0.164005102,0.29106135,0.078569444,0.312553333,0.150127119,0.130014423,0.238725275,0.215587413,0.206043902,0.268590674,0.235623656,0.188537037,0.163172775,0.135459302,0.140540984,0.279142857,0.274243243,0.154274112,0.251014286,0.363857759,0.223399083,0.286126866,0.203833962,0.26030837,0.253711207,0.23731982,0.297768166,0.114806931,0.159361446,0.216351351,0.288130252,0.216974576,0.251697183,0.230504,0.171488038,0.194991489,0.264880829,0.210705882,0.163341176,0.279832402,0.2102,0.204921502,0.213692913,0.220894309,0.189186047,0.20119044
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD28-,CD4+CD28- T cells,0.01458547,0.008958333,0.009421384,0.005885417,0.008718793,0.006015873,0.011545455,0.007062802,0.006742268,0.004803109,0.005201613,0.050534653,0.051263441,0.01865,0.017957576,0.021119469,0.007564103,0.042730435,0.035495413,0.005514493,0.006084848,0.004191781,0.009197183,0.006122302,0.059835897,0.022336735,0.012453988,0.15687037,0.011806667,0.023,0.016985577,0.010445055,0.012412587,0.007585366,0.008476684,0.004639785,0.01112963,0.006691099,0.002587209,0.072437158,0.009257143,0.009949807,0.003873096,0.013552381,0.007,0.020509174,0.011723881,0.01294717,0.035444934,0.010857759,0.007490991,0.004626298,0.013381188,0.01339759,0.009540541,0.010710084,0.006618644,0.006711268,0.007536,0.007215311,0.007280851,0.007041451,0.003952941,0.005011765,0.007189944,0.006012766,0.012539249,0.00780315,0.01098374,0.008899225,0.009788737
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD28+,CD4+CD28+ T cells,0.127739316,0.354925,0.337119497,0.162796875,0.303894463,0.303277778,0.273708134,0.206618357,0.321304124,0.19573057,0.08833871,0.224821782,0.136897849,0.221715625,0.189290909,0.239176991,0.227902564,0.1859,0.14640367,0.295637681,0.206006061,0.206502283,0.156602113,0.237906475,0.171430769,0.183484694,0.286226994,0.14749537,0.317586667,0.159457627,0.139375,0.236785714,0.224286713,0.221326829,0.278165803,0.240086022,0.190385185,0.17013089,0.143569767,0.157021858,0.283097143,0.277876448,0.168791878,0.265209524,0.367331897,0.237036697,0.300574627,0.208113208,0.285422907,0.255133621,0.244531532,0.30516609,0.121079208,0.169283133,0.2295,0.291117647,0.231576271,0.261183099,0.235944,0.183100478,0.202791489,0.276673575,0.229039216,0.173041176,0.29347486,0.218676596,0.216423208,0.233480315,0.243804878,0.210922481,0.217386903
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD85j-,CD85j-CD4+ T cells,0.134226496,0.356991667,0.33909434,0.162713542,0.307663633,0.302380952,0.273698565,0.207101449,0.323030928,0.191502591,0.090346774,0.25170297,0.16716129,0.22540625,0.195945455,0.248641593,0.229194872,0.188617391,0.169211009,0.290289855,0.202515152,0.197022831,0.153161972,0.228172662,0.215174359,0.195341837,0.285969325,0.168199074,0.317333333,0.170415254,0.141673077,0.231489011,0.224314685,0.206419512,0.274051813,0.234231183,0.188733333,0.169471204,0.139459302,0.155519126,0.27744,0.268177606,0.161715736,0.261890476,0.360237069,0.235568807,0.299350746,0.211245283,0.305678414,0.257913793,0.246720721,0.304626298,0.128381188,0.177066265,0.233581081,0.294705882,0.234364407,0.260683099,0.239936,0.183665072,0.204408511,0.274455959,0.227956863,0.172829412,0.29403352,0.217914894,0.218122867,0.227929134,0.250512195,0.211100775,0.216617571
DNA1+|DNA2+|CD14-|CD33-|CD3+|CD4+|CD85j+,CD85j+CD4+ T cells,0.008098291,0.006891667,0.007446541,0.00596875,0.004949624,0.006912698,0.011555024,0.00657971,0.005015464,0.009031088,0.003193548,0.023653465,0.021,0.014959375,0.01130303,0.011654867,0.006271795,0.040013043,0.012688073,0.010862319,0.009575758,0.013671233,0.012637324,0.015856115,0.016092308,0.010479592,0.012711656,0.136166667,0.01206,0.012042373,0.0146875,0.015741758,0.012384615,0.022492683,0.012590674,0.010494624,0.012781481,0.007350785,0.006697674,0.073939891,0.014914286,0.019648649,0.010949239,0.016871429,0.014094828,0.021977064,0.012947761,0.009815094,0.015189427,0.008077586,0.005301802,0.00516609,0.006079208,0.005614458,0.005459459,0.007121849,0.003830508,0.007211268,0.003544,0.006650718,0.00566383,0.009259067,0.005035294,0.005223529,0.006631285,0.006774468,0.01083959,0.013354331,0.004276423,0.00872093,0.010558069
